norm_x,norm_y,timestamp
0.0000,0.3264,1778178583.619
0.1853,0.0000,1778178583.631
0.1528,0.0000,1778178583.645
0.1408,0.0000,1778178583.698
0.1311,0.0000,1778178583.760
0.1191,0.0000,1778178583.806
0.1126,0.0000,1778178583.878
0.1083,0.0000,1778178583.933
0.1072,0.0000,1778178583.980
0.0985,0.0000,1778178584.056
0.0942,0.0000,1778178584.107
0.0823,0.0000,1778178584.168
0.0725,0.0000,1778178584.219
0.0725,0.0000,1778178584.282
0.0833,0.0000,1778178584.330
0.0953,0.0000,1778178584.394
0.1072,0.0062,1778178584.441
0.1452,0.0100,1778178584.504
0.1766,0.0062,1778178584.567
0.1962,0.0120,1778178584.617
0.2103,0.0120,1778178584.679
0.2244,0.0081,1778178584.729
0.2342,0.0081,1778178584.792
0.2559,0.0023,1778178584.843
0.2906,0.0000,1778178584.911
0.3318,0.0000,1778178584.953
0.3741,0.0000,1778178585.019
0.4164,0.0000,1778178585.065
0.4523,0.0000,1778178585.132
0.4783,0.0000,1778178585.192
0.4978,0.0000,1778178585.241
0.5087,0.0000,1778178585.304
0.5141,0.0000,1778178585.353
0.5195,0.0000,1778178585.416
0.5260,0.0000,1778178585.467
0.5358,0.0000,1778178585.530
0.5521,0.0000,1778178585.576
0.5662,0.0000,1778178585.642
0.5781,0.0000,1778178585.689
0.5792,0.0000,1778178585.753
0.5879,0.0000,1778178585.816
0.5954,0.0000,1778178585.864
0.6118,0.0000,1778178585.938
0.6573,0.0000,1778178585.978
0.7072,0.0000,1778178586.041
0.7930,0.0000,1778178586.086
0.9178,0.0000,1778178586.154
1.0000,0.0000,1778178586.215
1.0000,0.0000,1778178586.281
1.0000,0.0000,1778178586.344
1.0000,0.0000,1778178586.424
1.0000,0.0000,1778178586.504
1.0000,0.0000,1778178586.568
1.0000,0.0000,1778178586.649
1.0000,0.0000,1778178586.729
1.0000,0.0000,1778178586.788
1.0000,0.0000,1778178586.897
1.0000,0.0000,1778178586.947
1.0000,0.0000,1778178587.005
1.0000,0.0000,1778178587.100
1.0000,0.0000,1778178587.165
1.0000,0.0000,1778178587.233
1.0000,0.0000,1778178587.310
1.0000,0.0000,1778178587.388
1.0000,0.0000,1778178587.452
1.0000,0.0000,1778178587.539
1.0000,0.0000,1778178587.626
1.0000,0.0000,1778178587.688
1.0000,0.0000,1778178587.770
0.9937,0.0000,1778178587.832
0.9731,0.0000,1778178587.893
0.9525,0.0000,1778178587.959
0.9275,0.0000,1778178588.041
0.8993,0.0000,1778178588.104
0.8722,0.0000,1778178588.167
0.8516,0.0000,1778178588.233
0.8407,0.0000,1778178588.281
0.8364,0.0000,1778178588.343
0.8408,0.0000,1778178588.390
0.8516,0.0000,1778178588.455
0.8592,0.0000,1778178588.505
0.8668,0.0000,1778178588.567
0.8798,0.0000,1778178588.615
0.8961,0.0000,1778178588.679
0.9058,0.0000,1778178588.727
0.9145,0.0000,1778178588.790
0.9232,0.0000,1778178588.841
0.9298,0.0000,1778178588.903
0.9362,0.0000,1778178588.954
0.9427,0.0000,1778178589.015
0.9470,0.0000,1778178589.064
0.9514,0.0000,1778178589.127
0.9503,0.0000,1778178589.175
0.9503,0.0000,1778178589.241
0.9481,0.0000,1778178589.288
0.9470,0.0000,1778178589.353
0.9449,0.0000,1778178589.399
0.9427,0.0000,1778178589.464
0.9405,0.0000,1778178589.512
0.9384,0.0000,1778178589.575
0.9351,0.0000,1778178589.625
0.9340,0.0000,1778178589.691
0.9329,0.0000,1778178589.735
0.9319,0.0000,1778178589.800
0.9308,0.0000,1778178589.864
0.9297,0.0000,1778178589.911
0.9308,0.0000,1778178589.976
0.9319,0.0000,1778178590.023
0.9329,0.0000,1778178590.090
0.9297,0.0000,1778178590.136
0.9264,0.0000,1778178590.199
0.9243,0.0000,1778178590.248
0.9253,0.0000,1778178590.313
0.9264,0.0000,1778178590.375
0.9253,0.0120,1778178590.440
0.9167,0.0988,1778178590.510
0.9199,0.0467,1778178590.567
0.9178,0.0158,1778178590.657
0.9178,0.0139,1778178590.694
0.9178,0.0100,1778178590.756
0.9178,0.0081,1778178590.815
0.9145,0.0081,1778178590.884
0.9134,0.0062,1778178590.957
0.9091,0.0062,1778178591.011
0.8863,0.0139,1778178591.105
0.8472,0.0197,1778178591.153
0.8255,0.0274,1778178591.204
0.8049,0.0409,1778178591.266
0.7832,0.0448,1778178591.317
0.7648,0.0505,1778178591.385
0.7474,0.0737,1778178591.428
0.7268,0.0988,1778178591.499
0.7007,0.1103,1778178591.536
0.6758,0.1238,1778178591.608
0.6508,0.1412,1778178591.651
0.6248,0.1586,1778178591.721
0.5977,0.1798,1778178591.761
0.5738,0.2049,1778178591.829
0.5521,0.2261,1778178591.880
0.5326,0.2492,1778178591.930
0.5195,0.2685,1778178591.971
0.5076,0.2820,1778178592.018
0.4978,0.2936,1778178592.067
0.4870,0.3071,1778178592.120
0.4772,0.3167,1778178592.163
0.4707,0.3225,1778178592.212
0.4685,0.3264,1778178592.258
0.4609,0.3322,1778178592.288
0.4501,0.3399,1778178592.344
0.4490,0.3457,1778178592.386
0.4457,0.3515,1778178592.436
0.4447,0.3553,1778178592.488
0.4371,0.3592,1778178592.534
0.4360,0.3573,1778178592.585
0.4306,0.3573,1778178592.623
0.4251,0.3553,1778178592.698
0.4230,0.3476,1778178592.746
0.4230,0.3360,1778178592.811
0.4230,0.3283,1778178592.860
0.4219,0.3225,1778178592.922
0.4197,0.3167,1778178592.976
0.4208,0.3187,1778178593.044
0.4219,0.3341,1778178593.090
0.4219,0.3341,1778178593.140
0.4240,0.3302,1778178593.214
0.4230,0.3206,1778178593.262
