norm_x,norm_y,timestamp
0.3307,0.0000,1778177678.886
0.3546,0.1721,1778177678.914
0.3589,0.1644,1778177678.940
0.3600,0.1701,1778177678.968
0.3600,0.1798,1778177679.004
0.3589,0.1952,1778177679.064
0.3611,0.2049,1778177679.094
0.3633,0.2106,1778177679.119
0.3633,0.2106,1778177679.162
0.3633,0.2106,1778177679.196
0.3633,0.2068,1778177679.236
0.3633,0.2106,1778177679.286
0.3665,0.2203,1778177679.319
0.3698,0.2280,1778177679.348
0.3763,0.2242,1778177679.399
0.3839,0.2087,1778177679.431
0.3926,0.1856,1778177679.464
0.4045,0.1528,1778177679.513
0.4219,0.1142,1778177679.537
0.4403,0.0756,1778177679.576
0.4620,0.0370,1778177679.619
0.4946,0.0004,1778177679.643
0.5271,0.0000,1778177679.699
0.5510,0.0000,1778177679.735
0.5760,0.0000,1778177679.765
0.5966,0.0000,1778177679.812
0.6183,0.0000,1778177679.845
0.6356,0.0000,1778177679.876
0.6530,0.0000,1778177679.914
0.6714,0.0000,1778177679.946
0.6866,0.0000,1778177679.972
0.7018,0.0000,1778177680.020
0.7170,0.0000,1778177680.051
0.7300,0.0000,1778177680.102
0.7387,0.0000,1778177680.133
0.7463,0.0000,1778177680.163
0.7528,0.0000,1778177680.210
0.7550,0.0000,1778177680.242
0.7593,0.0000,1778177680.276
0.7593,0.0000,1778177680.321
0.7626,0.0000,1778177680.353
0.7637,0.0000,1778177680.384
0.7669,0.0000,1778177680.430
0.7713,0.0000,1778177680.465
0.7745,0.0000,1778177680.495
0.7767,0.0000,1778177680.545
0.7789,0.0000,1778177680.574
0.7865,0.0000,1778177680.625
0.7908,0.0000,1778177680.657
0.7930,0.0000,1778177680.688
0.7962,0.0000,1778177680.737
0.7973,0.0000,1778177680.768
0.8027,0.0000,1778177680.799
0.8080,0.0000,1778177680.850
0.8147,0.0000,1778177680.879
0.8201,0.0000,1778177680.912
0.8298,0.0000,1778177680.961
0.8385,0.0000,1778177680.992
0.8440,0.0000,1778177681.024
0.8494,0.0000,1778177681.072
0.8537,0.0000,1778177681.104
