norm_x,norm_y,timestamp
0.6997,0.3978,1776939639.617
0.7007,0.3958,1776939639.653
0.7018,0.3997,1776939639.675
0.7062,0.3881,1776939639.722
0.7094,0.3804,1776939639.753
0.7105,0.3727,1776939639.793
0.7116,0.3688,1776939639.830
0.7159,0.3650,1776939639.867
0.7170,0.3650,1776939639.898
0.7181,0.3650,1776939639.947
0.7148,0.3669,1776939639.984
0.7116,0.3708,1776939640.029
0.7062,0.3785,1776939640.060
0.7040,0.3843,1776939640.088
0.6975,0.3939,1776939640.138
0.6953,0.4074,1776939640.168
0.6888,0.4228,1776939640.205
0.6855,0.4421,1776939640.253
0.6790,0.4672,1776939640.283
0.6747,0.5000,1776939640.314
0.6671,0.5309,1776939640.361
0.6606,0.5656,1776939640.390
0.6530,0.6061,1776939640.427
0.6465,0.6466,1776939640.486
0.6454,0.6852,1776939640.522
0.6400,0.7296,1776939640.565
0.6389,0.7681,1776939640.587
0.6356,0.8029,1776939640.615
0.6345,0.8318,1776939640.673
0.6335,0.8607,1776939640.696
0.6345,0.8800,1776939640.734
0.6313,0.8974,1776939640.780
0.6302,0.9128,1776939640.807
0.6280,0.9263,1776939640.845
0.6215,0.9360,1776939640.896
0.6194,0.9437,1776939640.935
0.6161,0.9475,1776939640.971
0.6161,0.9533,1776939641.018
0.6161,0.9533,1776939641.048
0.6161,0.9552,1776939641.075
0.6172,0.9610,1776939641.119
0.6194,0.9610,1776939641.156
0.6237,0.9591,1776939641.195
0.6259,0.9591,1776939641.237
0.6302,0.9610,1776939641.266
0.6345,0.9610,1776939641.313
0.6378,0.9649,1776939641.346
0.6411,0.9668,1776939641.377
0.6432,0.9726,1776939641.420
0.6454,0.9765,1776939641.458
0.6465,0.9823,1776939641.483
0.6487,0.9842,1776939641.536
0.6487,0.9900,1776939641.566
0.6487,0.9938,1776939641.596
0.6487,0.9977,1776939641.650
0.6465,0.9977,1776939641.678
0.6476,1.0000,1776939641.727
0.6476,1.0000,1776939641.757
0.6465,1.0000,1776939641.788
0.6465,1.0000,1776939641.833
0.6476,1.0000,1776939641.874
0.6400,1.0000,1776939641.903
0.6411,1.0000,1776939641.953
0.6378,1.0000,1776939641.981
0.6378,1.0000,1776939642.019
0.6356,1.0000,1776939642.066
0.6324,1.0000,1776939642.094
0.6324,1.0000,1776939642.127
0.6280,1.0000,1776939642.178
0.6248,1.0000,1776939642.204
0.6215,1.0000,1776939642.261
0.6183,1.0000,1776939642.286
0.6139,1.0000,1776939642.320
0.6107,1.0000,1776939642.363
0.6063,1.0000,1776939642.393
0.6020,1.0000,1776939642.432
0.5966,1.0000,1776939642.486
0.5890,1.0000,1776939642.513
0.5814,1.0000,1776939642.551
0.5770,1.0000,1776939642.594
0.5738,0.9996,1776939642.618
0.5716,0.9996,1776939642.655
0.5662,0.9996,1776939642.706
0.5651,0.9919,1776939642.740
0.5629,0.9938,1776939642.769
0.5586,0.9880,1776939642.818
0.5575,0.9803,1776939642.843
0.5564,0.9726,1776939642.883
0.5553,0.9649,1776939642.929
0.5543,0.9610,1776939642.959
0.5543,0.9572,1776939643.012
0.5543,0.9572,1776939643.035
0.5553,0.9495,1776939643.070
0.5575,0.9495,1776939643.121
0.5597,0.9495,1776939643.154
0.5640,0.9495,1776939643.181
0.5684,0.9495,1776939643.240
0.5662,0.9495,1776939643.272
0.5673,0.9495,1776939643.300
0.5673,0.9514,1776939643.347
0.5694,0.9533,1776939643.380
0.5727,0.9533,1776939643.402
0.5727,0.9572,1776939643.462
0.5727,0.9552,1776939643.479
0.5727,0.9572,1776939643.531
0.5749,0.9572,1776939643.563
0.5760,0.9592,1776939643.595
0.5760,0.9610,1776939643.648
0.5760,0.9630,1776939643.673
0.5770,0.9649,1776939643.713
0.5760,0.9649,1776939643.757
0.5716,0.9649,1776939643.797
0.5716,0.9667,1776939643.833
0.5716,0.9649,1776939643.872
0.5716,0.9649,1776939643.904
0.5694,0.9649,1776939643.942
0.5705,0.9688,1776939643.989
0.5672,0.9667,1776939644.022
0.5673,0.9649,1776939644.069
0.5684,0.9649,1776939644.090
0.5673,0.9649,1776939644.122
0.5673,0.9649,1776939644.179
0.5684,0.9688,1776939644.211
0.5673,0.9688,1776939644.236
0.5640,0.9688,1776939644.282
0.5640,0.9649,1776939644.321
0.5618,0.9668,1776939644.348
0.5597,0.9707,1776939644.399
0.5574,0.9686,1776939644.432
0.5553,0.9707,1776939644.460
0.5553,0.9668,1776939644.508
0.5510,0.9707,1776939644.548
0.5510,0.9688,1776939644.582
0.5499,0.9726,1776939644.626
0.5477,0.9706,1776939644.650
0.5477,0.9707,1776939644.689
0.5467,0.9688,1776939644.731
0.5445,0.9688,1776939644.763
0.5434,0.9688,1776939644.818
0.5423,0.9688,1776939644.850
0.5423,0.9688,1776939644.875
0.5423,0.9688,1776939644.929
0.5401,0.9688,1776939644.961
0.5391,0.9688,1776939644.992
0.5380,0.9688,1776939645.043
0.5380,0.9688,1776939645.070
0.5347,0.9707,1776939645.097
0.5358,0.9707,1776939645.156
0.5326,0.9726,1776939645.197
0.5326,0.9726,1776939645.214
0.5282,0.9726,1776939645.256
0.5282,0.9726,1776939645.292
0.5250,0.9745,1776939645.358
0.5239,0.9745,1776939645.389
0.5206,0.9745,1776939645.420
0.5195,0.9745,1776939645.469
0.5174,0.9745,1776939645.507
0.5152,0.9745,1776939645.539
0.5130,0.9745,1776939645.569
0.5119,0.9745,1776939645.605
0.5130,0.9745,1776939645.642
0.5119,0.9745,1776939645.685
0.5109,0.9765,1776939645.718
0.5109,0.9745,1776939645.748
0.5109,0.9745,1776939645.791
0.5109,0.9745,1776939645.819
0.5076,0.9745,1776939645.885
0.5087,0.9745,1776939645.913
0.5065,0.9745,1776939645.943
0.5076,0.9765,1776939645.998
0.5054,0.9784,1776939646.026
0.5054,0.9784,1776939646.052
0.5043,0.9745,1776939646.109
0.5043,0.9745,1776939646.146
0.5011,0.9707,1776939646.176
0.4978,0.9726,1776939646.221
0.4935,0.9707,1776939646.259
0.4891,0.9707,1776939646.290
0.4837,0.9726,1776939646.328
0.4794,0.9688,1776939646.365
0.4729,0.9726,1776939646.401
0.4685,0.9707,1776939646.447
0.4674,0.9726,1776939646.483
0.4620,0.9688,1776939646.520
0.4599,0.9688,1776939646.554
0.4566,0.9688,1776939646.582
0.4555,0.9649,1776939646.627
0.4544,0.9688,1776939646.655
0.4523,0.9688,1776939646.708
0.4512,0.9688,1776939646.738
0.4544,0.9688,1776939646.772
0.4566,0.9688,1776939646.820
0.4577,0.9707,1776939646.850
0.4577,0.9707,1776939646.888
0.4577,0.9688,1776939646.935
0.4609,0.9688,1776939646.962
0.4631,0.9688,1776939646.996
0.4631,0.9688,1776939647.042
0.4674,0.9688,1776939647.076
0.4696,0.9688,1776939647.122
0.4674,0.9688,1776939647.160
0.4674,0.9726,1776939647.184
0.4674,0.9726,1776939647.235
0.4674,0.9765,1776939647.269
0.4674,0.9765,1776939647.297
0.4674,0.9765,1776939647.356
0.4750,0.9977,1776939647.382
0.4761,1.0000,1776939647.406
0.4761,1.0000,1776939647.464
0.4750,1.0000,1776939647.495
0.4696,0.9958,1776939647.520
0.4718,0.9880,1776939647.572
0.4729,0.9842,1776939647.602
0.4696,0.9823,1776939647.666
0.4718,0.9765,1776939647.694
0.4685,0.9765,1776939647.716
0.4696,0.9765,1776939647.768
0.4685,0.9765,1776939647.802
0.4685,0.9765,1776939647.830
0.4674,0.9765,1776939647.876
0.4685,0.9726,1776939647.915
0.4674,0.9745,1776939647.943
0.4664,0.9745,1776939647.986
0.4664,0.9765,1776939648.016
0.4664,0.9765,1776939648.047
0.4653,0.9726,1776939648.099
0.4653,0.9591,1776939648.131
0.4653,0.9456,1776939648.163
0.4631,0.9398,1776939648.209
0.4631,0.9379,1776939648.241
0.4631,0.9321,1776939648.290
0.4653,0.9244,1776939648.323
0.4653,0.9147,1776939648.350
0.4664,0.9051,1776939648.403
0.4674,0.8916,1776939648.431
0.4674,0.8819,1776939648.470
0.4696,0.8704,1776939648.513
0.4696,0.8588,1776939648.547
0.4696,0.8492,1776939648.579
0.4696,0.8492,1776939648.632
0.4664,0.8376,1776939648.656
0.4664,0.8299,1776939648.683
0.4620,0.8202,1776939648.732
0.4620,0.8086,1776939648.768
0.4577,0.8009,1776939648.802
0.4533,0.7932,1776939648.861
0.4490,0.7816,1776939648.886
0.4447,0.7720,1776939648.912
0.4425,0.7604,1776939648.972
0.4403,0.7469,1776939649.003
0.4360,0.7353,1776939649.046
0.4338,0.7199,1776939649.071
0.4327,0.7045,1776939649.107
0.4338,0.6890,1776939649.169
0.4382,0.6775,1776939649.193
0.4425,0.6620,1776939649.219
0.4447,0.6389,1776939649.260
0.4479,0.6157,1776939649.298
0.4523,0.5907,1776939649.324
0.4544,0.5675,1776939649.376
0.4588,0.5405,1776939649.403
0.4609,0.5174,1776939649.437
0.4685,0.4961,1776939649.483
0.4772,0.4691,1776939649.521
0.4870,0.4537,1776939649.572
0.4978,0.4325,1776939649.596
0.5054,0.4113,1776939649.624
0.5130,0.3939,1776939649.688
0.5195,0.3765,1776939649.723
0.5304,0.3573,1776939649.755
0.5401,0.3399,1776939649.796
0.5510,0.3283,1776939649.837
0.5564,0.3148,1776939649.878
0.5662,0.3052,1776939649.919
0.5749,0.3013,1776939649.951
0.5814,0.2955,1776939649.987
0.5868,0.2936,1776939650.016
0.5933,0.2936,1776939650.041
0.5987,0.2975,1776939650.077
0.6042,0.3032,1776939650.129
0.6085,0.3071,1776939650.165
0.6107,0.3129,1776939650.203
0.6139,0.3206,1776939650.233
0.6150,0.3264,1776939650.264
0.6161,0.3341,1776939650.323
0.6150,0.3380,1776939650.351
0.6150,0.3457,1776939650.379
0.6150,0.3534,1776939650.434
0.6139,0.3611,1776939650.459
0.6128,0.3669,1776939650.490
0.6107,0.3746,1776939650.544
0.6107,0.3823,1776939650.571
0.6107,0.3862,1776939650.605
0.6096,0.3900,1776939650.660
0.6074,0.3939,1776939650.687
0.6053,0.3939,1776939650.722
0.6053,0.3978,1776939650.771
0.6042,0.4016,1776939650.803
0.6053,0.4016,1776939650.833
0.6053,0.4016,1776939650.887
0.6053,0.4016,1776939650.906
0.6053,0.4035,1776939650.960
0.6053,0.4016,1776939650.992
0.6031,0.4035,1776939651.026
0.6042,0.4055,1776939651.077
0.6053,0.4016,1776939651.109
0.6053,0.4016,1776939651.134
0.6053,0.4016,1776939651.186
0.6053,0.3997,1776939651.216
0.6063,0.3978,1776939651.245
0.6053,0.3958,1776939651.295
0.6063,0.3939,1776939651.321
0.6063,0.3939,1776939651.362
0.6063,0.3900,1776939651.408
0.6063,0.3881,1776939651.447
0.6063,0.3862,1776939651.472
0.6063,0.3862,1776939651.519
0.6063,0.3823,1776939651.558
0.6063,0.3785,1776939651.599
0.6042,0.3785,1776939651.637
0.6020,0.3765,1776939651.666
0.6020,0.3746,1776939651.713
0.6031,0.3727,1776939651.753
0.6053,0.3727,1776939651.778
0.6031,0.3727,1776939651.830
0.6053,0.3708,1776939651.864
0.6031,0.3688,1776939651.887
0.6031,0.3688,1776939651.935
0.6042,0.3688,1776939651.967
0.6053,0.3669,1776939651.997
0.6042,0.3669,1776939652.051
0.6042,0.3650,1776939652.075
0.6031,0.3650,1776939652.117
0.6020,0.3611,1776939652.166
0.6020,0.3611,1776939652.196
0.6020,0.3573,1776939652.247
0.6009,0.3573,1776939652.281
0.6020,0.3534,1776939652.311
0.5998,0.3553,1776939652.355
0.5987,0.3534,1776939652.378
0.5987,0.3534,1776939652.413
0.5998,0.3515,1776939652.471
0.6020,0.3495,1776939652.495
0.6020,0.3476,1776939652.532
0.6020,0.3495,1776939652.576
0.6020,0.3457,1776939652.618
0.6020,0.3476,1776939652.645
0.6020,0.3476,1776939652.684
0.6020,0.3457,1776939652.718
0.6031,0.3476,1776939652.750
0.6031,0.3476,1776939652.807
0.6031,0.3476,1776939652.829
0.6031,0.3476,1776939652.867
0.6031,0.3495,1776939652.916
0.6031,0.3457,1776939652.949
0.6031,0.3476,1776939652.990
0.6009,0.3476,1776939653.028
0.6031,0.3495,1776939653.063
0.5998,0.3495,1776939653.104
0.5998,0.3515,1776939653.134
0.5987,0.3495,1776939653.166
0.5998,0.3476,1776939653.219
0.6009,0.3476,1776939653.248
0.5977,0.3476,1776939653.280
0.5977,0.3476,1776939653.333
0.5966,0.3476,1776939653.361
0.5955,0.3476,1776939653.391
0.5955,0.3457,1776939653.440
0.5955,0.3476,1776939653.479
0.5933,0.3476,1776939653.508
0.5922,0.3495,1776939653.558
0.5933,0.3495,1776939653.585
0.5922,0.3495,1776939653.634
0.5922,0.3495,1776939653.660
0.5911,0.3495,1776939653.705
0.5933,0.3495,1776939653.745
0.5933,0.3476,1776939653.787
0.5944,0.3457,1776939653.802
